iter	RMSE
650	68.83612434
651	68.81235858
652	68.78240565
653	68.76290421
654	68.73649902
655	68.72061336
656	68.70988224
657	68.68381898
658	68.6680333
659	68.65477984
660	68.64507769
661	68.63512446
662	68.619088
663	68.58529976
664	68.557832
665	68.53682933
666	68.5177172
667	68.49670314
668	68.47654298
669	68.45973843
670	68.4431152
671	68.42450525
672	68.39706841
673	68.37687029
674	68.35276381
675	68.32683366
676	68.29667963
677	68.27242559
678	68.25145155
679	68.23597285
680	68.2093252
681	68.1946078
682	68.16384501
683	68.15244459
684	68.13868646
685	68.11851444
686	68.10118098
687	68.08555424
688	68.07324902
689	68.05828102
690	68.03493012
691	68.01556354
692	67.97133555
693	67.96148165
694	67.94415878
695	67.93154074
696	67.91093593
697	67.88834646
698	67.86679612
699	67.84790504
700	67.83224158
701	67.82454328
702	67.81622816
703	67.78386322
704	67.77240194
705	67.75198579
706	67.73669583
707	67.71982854
708	67.69572398
709	67.67685292
710	67.6475678
711	67.62926373
712	67.60542026
713	67.59249001
714	67.57826032
715	67.55511666
716	67.54190426
717	67.52497659
718	67.50319341
719	67.48474933
720	67.47050213
721	67.44779045
722	67.43442267
723	67.40645515
724	67.38091034
725	67.36214732
726	67.33829145
727	67.32645629
728	67.30832995
729	67.27983029
730	67.24425164
731	67.22045674
732	67.2017439
733	67.18389525
734	67.1692662
735	67.14973933
736	67.132009
737	67.11976798
738	67.09285823
739	67.06479259
740	67.03215845
741	67.01556938
742	67.00176124
743	66.98599671
744	66.96092019
745	66.94321021
746	66.92918881
747	66.92329527
748	66.89996881
749	66.86791968
750	66.84530047
751	66.811728
752	66.7901759
753	66.77292971
754	66.75281338
755	66.74141683
756	66.72368067
757	66.70898892
758	66.69362229
759	66.6706077
760	66.65571936
761	66.63530514
762	66.6206301
763	66.5982041
764	66.56851265
765	66.54824166
766	66.53707121
767	66.52393767
768	66.50419739
769	66.48736236
770	66.47008136
771	66.45385119
772	66.43716077
773	66.38931394
774	66.36958579
775	66.35348038
776	66.34182156
777	66.32927401
778	66.31190402
779	66.27957111
780	66.26332755
781	66.24577628
782	66.22528931
783	66.19863361
784	66.16804673
785	66.14573019
786	66.13315705
787	66.11729208
788	66.10028809
789	66.0788196
790	66.06253459
791	66.04980295
792	66.02906713
793	66.01267237
794	65.99978297
795	65.98906548
796	65.97579081
797	65.95940342
798	65.94548046
799	65.92960731
